,team1Player1,team1Player2,team1Player3,team1Player4,team1Player5,team1Player6,team1Player7,team1Player8,team1Player9,team1Player10,team1Player11,team1Player12,team1Player13,team1Player14,team1Player15,team1Player16,team1Player17,team1Player18,team1Golie1,team2Player1,team2Player2,team2Player3,team2Player4,team2Player5,team2Player6,team2Player7,team2Player8,team2Player9,team2Player10,team2Player11,team2Player12,team2Player13,team2Player14,team2Player15,team2Player16,team2Player17,team2Player18,team2Golie1,score
7855,P. Di Giuseppe,N. Gerbe,E. Lindholm,B. Malone,J. McClement,R. Nash,J. Nordstrom,V. Rask,J. Skinner,J. Staal,C. Terry,B. Woods,R. Hainsey,N. Hanifin,M. Jordan,R. Murphy,B. Pesce,J. Slavin,C. Ward,D. Catenacci,N. Deslauriers,J. Eichel,M. Foligno,B. Gionta,Z. Girgensons,E. Kane,J. Larsson,D. Legwand,M. Moulson,C. O'Reilly,S. Reinhart,Z. Bogosian,C. Colaiacovo,J. Gorges,J. McCabe,M. Pysyk,R. Ristolainen,C. Johnson,1.0
7856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7858,D. Backes,P. Berglund,K. Brodziak,T. Brouwer,R. Fabbri,D. Jaskin,J. Lehtera,R. Reaves,J. Schwartz,P. Stastny,V. Tarasenko,S. Upshall,J. Bouwmeester,J. Edmundson,C. Gunnarsson,C. Parayko,A. Pietrangelo,K. Shattenkirk,J. Allen,J. Benn,C. Eakin,P. Eaves,R. Faksa,V. Fiddler,A. Hemsky,T. Moen,V. Nichushkin,B. Ritchie,A. Roussel,T. Seguin,J. Spezza,A. Goligoski,S. Johns,P. Nemeth,J. Oduya,J. Oleksiak,K. Russell,A. Niemi,0.0
7859,V. Arvidsson,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,J. Neal,M. Ribeiro,M. Salomaki,C. Sissons,C. Smith,A. Watson,C. Wilson,A. Bitetto,M. Ekholm,R. Ellis,P. Granberg,R. Josi,S. Weber,P. Rinne,S. Baertschi,A. Burrows,D. Dorsett,E. Etem,M. Granlund,B. Horvat,J. McCann,D. Sedin,H. Sedin,L. Vey,J. Virtanen,R. Vrbata,M. Bartkowski,A. Biega,D. Hamhuis,B. Hutton,L. Sbisa,Y. Weber,R. Miller,1.0
7860,N. Backstrom,J. Beagle,A. Burakovsky,J. Chimera,M. Johansson,E. Kuznetsov,T.J. Oshie,A. Ovechkin,M. Richards,J. Williams,T. Wilson,D. Winnik,K. Alzner,M. Niskanen,D. Orlov,B. Orpik,N. Schmidt,M. Weber,P. Grubauer,L. Couture,J. Donskoi,T. Hertl,M. Karlsson,P. Marleau,M. Nieto,J. Pavelski,N. Spaling,J. Thornton,C. Tierney,J. Ward,D. Zubrus,J. Braun,B. Burns,B. Dillon,P. Martin,R. Polak,M. Vlasic,M. Jones,1.0
7861,N. Bonino,S. Crosby,M. Cullen,E. Fehr,C. Hagelin,P. Hornqvist,P. Kessel,T. Kuhnhackl,C. Kunitz,B. Rust,C. Sheary,D. Simon,I. Cole,T. Daley,B. Dumoulin,K. Letang,O. Maatta,J. Schultz,M. Fleury,D. Brassard,J. Fast,K. Hayes,C. Kreider,O. Lindberg,J.T. Miller,D. Moore,R. Nash,E. Staal,V. Stalberg,D. Stepan,M. Zuccarello,D. Boyle,D. Girardi,K. Klein,R. McDonagh,M. Staal,K. Yandle,H. Lundqvist,0.0
7862,M. Grabner,C. Greening,P. Holland,Z. Hyman,N. Kadri,L. Komarov,B. Laich,M. Michalek,W. Nylander,P.A. Parenteau,B. Smith,N. Soshnikov,C. Carrick,F. Corrado,J. Gardiner,M. Marincin,M. Rielly,R. Valiev,J. Bernier,J. Abdelkader,A. Athanasiou,P. Datsyuk,L. Glendening,T. Jurco,D. Larkin,G. Nyquist,T. Pulkkinen,B. Richards,R. Sheahan,T. Tatar,H. Zetterberg,D. DeKeyser,J. Ericsson,M. Green,A. Marchenko,K. Quincey,B. Smith,P. Mrazek,0.0
7863,M. Blunden,B. Boyle,J.T. Brown,R. Callahan,V. Filppula,T. Johnson,A. Killorn,N. Kucherov,V. Namestnikov,O. Palat,S. Stamkos,M. Carle,B. Coburn,J. Garrison,V. Hedman,N. Nesterov,A. Stralman,A. Sustr,B. Bishop,C. Atkinson,J. Boll,R. Bourque,M. Calvert,G. Campbell,B. Dubinsky,N. Foligno,S. Hartnell,B. Jenner,W. Karlsson,B. Saad,A. Wennberg,C. Goloubef,S. Jones,R. Murray,D. Prout,D. Savard,F. Tyutin,S. Bobrovsky,0.0
7864,A. Barkov,N. Bjugstad,Q. Howden,J. Huberdeau,J. Hudler,J. Jagr,J. Jokinen,L. Shaw,R. Smith,S. Thornton,V. Trocheck,G. Wilson,B. Campbell,A. Ekblad,E. Gudbranson,J. Kindl,D. Kulikov,A. Petrovic,R. Luongo,J. Bailey,C. Cizikas,C. Clutterbuck,N. Kulemin,A. Lee,M. Martin,B. Nelson,F. Nielsen,K. Okposo,S. Prince,R. Strome,J. Tavares,J. Boychuk,T. Hamonic,T. Hickey,N. Leddy,R. Pulock,C. de Haan,T. Greiss,1.0
7865,D. Backes,P. Berglund,K. Brodziak,T. Brouwer,R. Fabbri,J. Lehtera,M. Paajarvi,R. Reaves,J. Schwartz,P. Stastny,V. Tarasenko,S. Upshall,J. Bouwmeester,J. Edmundson,C. Gunnarsson,C. Parayko,A. Pietrangelo,K. Shattenkirk,A. Nilsson,J. Allen,K. Agostino,M. Backlund,B. Bollig,L. Bouma,J. Colborne,M. Ferland,M. Frolik,J. Gaudreau,G. Hathaway,J. Jooris,S. Monahan,M. Stajan,D. Engelland,M. Giordano,D. Hamilton,J. Jokipakka,J. Nakladal,D. Wideman,1.0
7866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7867,D. Brown,J. Carter,K. Clifford,D. King,A. Kopitar,V. Lecavalier,T. Lewis,M. Lucic,T. Pearson,N. Shore,T. Toffoli,K. Versteeg,D. Doughty,A. Martinez,B. McNabb,J. Muzzin,L. Schenn,R. Scuderi,J. Quick,A. Anisimov,A. Desjardins,T. Fleischmann,M. Hossa,P. Kane,A. Ladd,B. Mashinter,A. Panarin,A. Shaw,T. Teravainen,J. Toews,D. Weise,E. Gustafsson,N. Hjalmarsson,D. Keith,M. Rozsival,B. Seabrook,T. van Riemsdyk,C. Crawford,0.0
7868,V. Arvidsson,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,J. Neal,M. Ribeiro,M. Salomaki,C. Sissons,C. Smith,A. Watson,C. Wilson,A. Bitetto,M. Ekholm,R. Ellis,B. Jackman,R. Josi,S. Weber,P. Rinne,L. Draisaitl,J. Eberle,T. Hall,M. Hendricks,Z. Kassian,L. Korpikoski,M. Letestu,P. Maroon,C. McDavid,R. Nugent-Hopkins,I. Pakarinen,N. Yakupov,A. Clendening,M. Fayne,N. Nikitin,J. Oesterle,G. Reinhart,A. Sekera,L. Brossoit,0.0
7869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7875,M. Blunden,B. Boyle,J.T. Brown,R. Callahan,T. Johnson,A. Killorn,N. Kucherov,J. Marchessault,V. Namestnikov,O. Palat,S. Stamkos,M. Carle,B. Coburn,J. Garrison,V. Hedman,N. Nesterov,A. Stralman,A. Sustr,A. Vasilevskiy,M. Grabner,C. Greening,P. Holland,Z. Hyman,N. Kadri,L. Komarov,B. Laich,M. Michalek,W. Nylander,P.A. Parenteau,B. Smith,N. Soshnikov,C. Carrick,F. Corrado,J. Gardiner,M. Marincin,M. Rielly,R. Valiev,J. Bernier,1.0
7876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7877,N. Acciari,M. Beleskey,P. Bergeron,B. Connolly,L. Eriksson,L. Ferraro,J. Hayes,D. Krejci,B. Marchand,D. Pastrnak,R. Spooner,L. Stempniak,Z. Chara,T. Krug,J. Liles,A. McQuaid,K. Miller,D. Seidenberg,T. Rask,L. Couture,J. Donskoi,T. Hertl,M. Karlsson,P. Marleau,M. Nieto,J. Pavelski,N. Spaling,J. Thornton,C. Tierney,J. Ward,D. Zubrus,J. Braun,B. Burns,B. Dillon,P. Martin,R. Polak,M. Vlasic,J. Reimer,1.0
7878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7879,D. Backes,P. Berglund,K. Brodziak,T. Brouwer,R. Fabbri,D. Jaskin,J. Lehtera,M. Paajarvi,J. Schwartz,P. Stastny,V. Tarasenko,S. Upshall,R. Bortuzzo,J. Bouwmeester,J. Edmundson,C. Parayko,A. Pietrangelo,K. Shattenkirk,J. Allen,L. Draisaitl,J. Eberle,T. Hall,M. Hendricks,Z. Kassian,L. Korpikoski,M. Letestu,P. Maroon,C. McDavid,R. Nugent-Hopkins,I. Pakarinen,N. Yakupov,A. Clendening,M. Fayne,D. Nurse,J. Oesterle,G. Reinhart,A. Sekera,C. Talbot,1.0
7880,M. Boedker,B. Comeau,M. Duchene,M. Grigorenko,J. Iginla,N. MacKinnon,A. Martinsen,S. Matthias,C. McLeod,J. Mitchell,J. Skille,C. Soderberg,T. Barrie,F. Beauchemin,A. Bodnarchuk,E. Gelinas,N. Holden,E. Johnson,S. Varlamov,S. Baertschi,A. Burrows,E. Etem,B. Gaunce,A. Grenier,B. Horvat,J. McCann,D. Sedin,H. Sedin,L. Vey,J. Virtanen,R. Vrbata,M. Bartkowski,D. Hamhuis,B. Hutton,A. Pedan,C. Tanev,N. Tryamkin,R. Miller,0.0
7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7885,J. Abdelkader,A. Athanasiou,P. Datsyuk,L. Glendening,D. Helm,D. Larkin,A. Mantha,G. Nyquist,B. Richards,R. Sheahan,T. Tatar,H. Zetterberg,D. DeKeyser,J. Ericsson,M. Green,A. Marchenko,K. Quincey,B. Smith,J. Howard,C. Atkinson,O. Bjorkstrand,M. Calvert,G. Campbell,M. Chaput,B. Dubinsky,N. Foligno,S. Hartnell,B. Jenner,W. Karlsson,B. Saad,A. Wennberg,J. Falk,C. Goloubef,S. Jones,R. Murray,J. Ramage,D. Savard,S. Bobrovsky,0.0
7886,J. Bailey,S. Bernier,C. Clutterbuck,N. Kulemin,A. Lee,M. Martin,B. Nelson,F. Nielsen,K. Okposo,S. Prince,R. Strome,J. Tavares,J. Boychuk,T. Hamonic,T. Hickey,N. Leddy,R. Pulock,C. de Haan,T. Greiss,V. Arvidsson,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,J. Neal,M. Ribeiro,M. Salomaki,C. Sissons,C. Smith,A. Watson,C. Wilson,A. Bitetto,M. Ekholm,R. Ellis,B. Jackman,R. Josi,S. Weber,P. Rinne,1.0
7887,L. Couture,J. Donskoi,T. Hertl,M. Karlsson,P. Marleau,M. Nieto,J. Pavelski,N. Spaling,J. Thornton,C. Tierney,J. Ward,D. Zubrus,J. Braun,B. Burns,B. Dillon,P. Martin,R. Polak,M. Vlasic,M. Jones,S. Doan,M. Domi,A. Duclair,B. Gordon,M. Hanzal,J. Martinook,S. Plotnikov,B. Richardson,T. Rieder,A. Tanguay,V. Tikhonov,A. Vermette,K. Connauton,K. Dahlbeck,N. Grossmann,Z. Michalek,C. Murphy,M. Stone,M. Smith,1.0
7888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891,D. Brassard,J. Fast,T. Glass,K. Hayes,C. Kreider,J.T. Miller,D. Moore,R. Nash,E. Staal,V. Stalberg,D. Stepan,M. Zuccarello,D. Boyle,D. Girardi,K. Klein,R. McDonagh,M. Staal,K. Yandle,H. Lundqvist,D. Brown,J. Carter,K. Clifford,D. King,A. Kopitar,V. Lecavalier,T. Lewis,M. Lucic,T. Pearson,N. Shore,T. Toffoli,K. Versteeg,D. Doughty,A. Martinez,B. McNabb,J. Muzzin,L. Schenn,R. Scuderi,J. Quick,1.0
7892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894,S. Baertschi,A. Burrows,E. Etem,B. Gaunce,A. Grenier,B. Horvat,J. McCann,D. Sedin,H. Sedin,L. Vey,J. Virtanen,R. Vrbata,M. Bartkowski,D. Hamhuis,B. Hutton,A. Pedan,C. Tanev,N. Tryamkin,J. Markstrom,L. Draisaitl,J. Eberle,T. Hall,M. Hendricks,Z. Kassian,L. Korpikoski,M. Letestu,P. Maroon,C. McDavid,R. Nugent-Hopkins,I. Pakarinen,N. Yakupov,A. Clendening,M. Fayne,D. Nurse,J. Oesterle,G. Reinhart,A. Sekera,C. Talbot,1.0
7895,V. Arvidsson,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,J. Neal,M. Ribeiro,M. Salomaki,C. Sissons,C. Smith,A. Watson,C. Wilson,M. Ekholm,R. Ellis,P. Granberg,B. Jackman,R. Josi,S. Weber,C. Hutton,N. Backstrom,J. Beagle,A. Burakovsky,J. Chimera,M. Johansson,E. Kuznetsov,T.J. Oshie,A. Ovechkin,M. Richards,J. Williams,T. Wilson,D. Winnik,K. Alzner,T. Chorney,M. Niskanen,D. Orlov,B. Orpik,N. Schmidt,B. Holtby,1.0
7896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7901,J. Blandisi,R. Boucher,B. Farnham,S. Gionta,A. Henrique,S. Kalinin,T. Kennedy,K. Palmieri,T. Ruutu,M. Sislo,D. Smith-Pelly,T. Zajac,A. Greene,S. Helgeson,A. Larsson,J. Merrill,J. Moore,D. Severson,K. Kinkaid,C. Atkinson,O. Bjorkstrand,M. Calvert,G. Campbell,M. Chaput,B. Dubinsky,N. Foligno,S. Hartnell,B. Jenner,W. Karlsson,B. Saad,A. Wennberg,C. Goloubef,S. Jones,R. Murray,D. Prout,D. Savard,F. Tyutin,S. Bobrovsky,1.0
7902,D. Backes,P. Berglund,K. Brodziak,T. Brouwer,R. Fabbri,D. Jaskin,J. Lehtera,R. Reaves,J. Schwartz,P. Stastny,V. Tarasenko,S. Upshall,J. Bouwmeester,J. Edmundson,C. Gunnarsson,C. Parayko,A. Pietrangelo,K. Shattenkirk,B. Elliott,S. Baertschi,A. Burrows,E. Etem,B. Gaunce,A. Grenier,C. Higgins,B. Horvat,J. McCann,D. Sedin,H. Sedin,L. Vey,J. Virtanen,M. Bartkowski,A. Biega,D. Hamhuis,B. Hutton,A. Pedan,N. Tryamkin,R. Miller,0.0
7903,N. Acciari,M. Beleskey,P. Bergeron,L. Eriksson,L. Ferraro,J. Hayes,D. Krejci,B. Marchand,D. Pastrnak,T. Randell,R. Spooner,L. Stempniak,Z. Chara,T. Krug,J. Liles,A. McQuaid,K. Miller,D. Seidenberg,T. Rask,D. Brown,J. Carter,K. Clifford,D. King,A. Kopitar,V. Lecavalier,T. Lewis,M. Lucic,T. Pearson,N. Shore,T. Toffoli,K. Versteeg,D. Doughty,A. Martinez,B. McNabb,J. Muzzin,L. Schenn,R. Scuderi,J. Quick,1.0
7904,P. Di Giuseppe,N. Gerbe,E. Lindholm,B. Malone,J. McClement,R. Nash,J. Nordstrom,V. Rask,J. Skinner,J. Staal,B. Sutter,C. Terry,T. Carrick,R. Hainsey,N. Hanifin,M. Jordan,B. Pesce,J. Slavin,C. Ward,R. Carter,C. Coyle,J. Fontaine,M. Granlund,E. Haula,D. Jones,M. Koivu,N. Niederreiter,Z. Parise,J. Schroeder,J. Stoll,J. Zucker,J. Brodin,M. Dumba,M. Reilly,M. Scandella,J. Spurgeon,R. Suter,D. Dubnyk,1.0
7905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7908,B. Boyle,J.T. Brown,E. Condra,T. Johnson,A. Killorn,N. Kucherov,J. Marchessault,V. Namestnikov,O. Palat,C. Paquette,S. Stamkos,M. Carle,B. Coburn,J. Garrison,V. Hedman,N. Nesterov,A. Stralman,A. Sustr,B. Bishop,S. Doan,M. Domi,A. Duclair,B. Gordon,M. Hanzal,J. Martinook,S. Plotnikov,B. Richardson,T. Rieder,A. Tanguay,V. Tikhonov,A. Vermette,K. Connauton,K. Dahlbeck,N. Grossmann,Z. Michalek,C. Murphy,M. Stone,L. Domingue,0.0
7909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7911,K. Chipchura,S. Doan,M. Domi,A. Duclair,B. Gordon,M. Hanzal,J. Martinook,B. Richardson,T. Rieder,A. Tanguay,V. Tikhonov,A. Vermette,K. Connauton,K. Dahlbeck,Z. Michalek,C. Murphy,P. Samuelsson,M. Stone,M. Smith,L. Couture,J. Donskoi,T. Hertl,M. Karlsson,P. Marleau,J. Pavelski,N. Spaling,J. Thornton,C. Tierney,J. Ward,T. Wingels,D. Zubrus,J. Braun,B. Burns,D. DeMelo,B. Dillon,P. Martin,R. Polak,J. Reimer,1.0
7912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7914,M. Boedker,B. Comeau,M. Grigorenko,J. Iginla,G. Landeskog,A. Martinsen,S. Matthias,C. McLeod,J. Mitchell,M. Rantanen,J. Skille,C. Soderberg,T. Barrie,F. Beauchemin,C. Bigras,A. Bodnarchuk,N. Holden,E. Johnson,C. Pickard,L. Draisaitl,J. Eberle,T. Hall,M. Hendricks,Z. Kassian,L. Korpikoski,M. Letestu,P. Maroon,C. McDavid,R. Nugent-Hopkins,I. Pakarinen,N. Yakupov,A. Clendening,M. Fayne,D. Nurse,J. Oesterle,G. Reinhart,A. Sekera,L. Brossoit,0.0
7915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7918,A. Andreoff,D. Brown,J. Carter,K. Clifford,D. King,A. Kopitar,V. Lecavalier,T. Lewis,M. Lucic,T. Pearson,N. Shore,T. Toffoli,D. Doughty,A. Martinez,B. McNabb,J. Muzzin,L. Schenn,R. Scuderi,J. Quick,V. Arvidsson,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,J. Neal,E. Nystrom,M. Ribeiro,M. Salomaki,C. Sissons,C. Smith,C. Wilson,M. Ekholm,R. Ellis,P. Granberg,B. Jackman,R. Josi,S. Weber,P. Rinne,1.0
7919,N. Deslauriers,J. Eichel,M. Foligno,B. Gionta,Z. Girgensons,E. Kane,J. Larsson,D. Legwand,M. Moulson,C. O'Reilly,R. O'Reilly,S. Reinhart,Z. Bogosian,C. Colaiacovo,J. Gorges,J. McCabe,M. Pysyk,R. Ristolainen,C. Johnson,P. Di Giuseppe,N. Gerbe,E. Lindholm,B. Malone,J. McClement,R. Nash,J. Nordstrom,V. Rask,D. Ryan,J. Skinner,J. Staal,C. Terry,R. Hainsey,N. Hanifin,M. Jordan,R. Murphy,B. Pesce,J. Slavin,C. Ward,0.0
7920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7922,A. Andreoff,D. Brown,J. Carter,K. Clifford,N. Dowd,D. King,A. Kopitar,V. Lecavalier,T. Lewis,M. Lucic,N. Shore,T. Toffoli,D. Doughty,A. Martinez,B. McNabb,J. Muzzin,L. Schenn,R. Scuderi,J. Quick,C. Coyle,J. Fontaine,M. Granlund,E. Haula,D. Jones,M. Koivu,N. Niederreiter,Z. Parise,C. Porter,J. Schroeder,J. Stoll,J. Zucker,J. Brodin,M. Dumba,M. Reilly,M. Scandella,J. Spurgeon,R. Suter,D. Dubnyk,1.0
7923,L. Draisaitl,J. Eberle,T. Hall,M. Hendricks,Z. Kassian,L. Korpikoski,A. Lander,M. Letestu,C. McDavid,R. Nugent-Hopkins,I. Pakarinen,N. Yakupov,A. Clendening,M. Fayne,D. Nurse,J. Oesterle,G. Reinhart,A. Sekera,C. Talbot,S. Doan,M. Domi,A. Duclair,B. Gordon,M. Hanzal,J. Martinook,S. Plotnikov,B. Richardson,T. Rieder,J. Sekac,A. Tanguay,A. Vermette,K. Connauton,K. Dahlbeck,O. Ekman-Larsson,Z. Michalek,C. Murphy,M. Stone,M. Smith,1.0
7924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7928,D. Backes,P. Berglund,K. Brodziak,T. Brouwer,R. Fabbri,D. Jaskin,J. Lehtera,R. Reaves,J. Schwartz,P. Stastny,V. Tarasenko,S. Upshall,J. Bouwmeester,J. Edmundson,C. Gunnarsson,C. Parayko,A. Pietrangelo,K. Shattenkirk,B. Elliott,L. Couture,J. Donskoi,T. Hertl,M. Karlsson,P. Marleau,J. Pavelski,N. Spaling,J. Thornton,C. Tierney,J. Ward,T. Wingels,D. Zubrus,J. Braun,B. Burns,D. DeMelo,B. Dillon,P. Martin,R. Polak,M. Jones,0.0
7929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7930,N. Acciari,M. Beleskey,P. Bergeron,L. Eriksson,L. Ferraro,J. Hayes,D. Krejci,B. Marchand,D. Pastrnak,R. Spooner,L. Stempniak,F. Vatrano,Z. Chara,T. Krug,J. Liles,A. McQuaid,K. Miller,D. Seidenberg,T. Rask,D. Brassard,J. Fast,T. Glass,K. Hayes,C. Kreider,J.T. Miller,D. Moore,R. Nash,E. Staal,V. Stalberg,D. Stepan,M. Zuccarello,D. Boyle,D. Girardi,K. Klein,R. McDonagh,M. Staal,K. Yandle,H. Lundqvist,1.0
7931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7936,L. Draisaitl,J. Eberle,L. Gazdic,T. Hall,M. Hendricks,Z. Kassian,L. Korpikoski,M. Letestu,P. Maroon,C. McDavid,I. Pakarinen,N. Yakupov,A. Clendening,M. Fayne,D. Nurse,J. Oesterle,G. Reinhart,A. Sekera,C. Talbot,L. Couture,J. Donskoi,M. Haley,T. Hertl,M. Karlsson,P. Marleau,J. Pavelski,N. Spaling,J. Thornton,C. Tierney,J. Ward,T. Wingels,J. Braun,B. Burns,D. DeMelo,B. Dillon,P. Martin,R. Polak,J. Reimer,0.0
7937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7939,S. Baertschi,A. Burrows,E. Etem,B. Gaunce,J. Hansen,C. Higgins,B. Horvat,J. McCann,D. Sedin,H. Sedin,L. Vey,J. Virtanen,M. Bartkowski,A. Biega,D. Hamhuis,B. Hutton,N. Tryamkin,Y. Weber,R. Miller,V. Arvidsson,M. Fisher,F. Forsberg,C. Jarnkrok,R. Johansen,J. Neal,E. Nystrom,M. Ribeiro,M. Salomaki,C. Sissons,C. Smith,C. Wilson,M. Ekholm,R. Ellis,P. Granberg,B. Jackman,R. Josi,S. Weber,P. Rinne,1.0
7940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7943,S. Baertschi,A. Burrows,D. Dorsett,E. Etem,B. Gaunce,J. Hansen,C. Higgins,B. Horvat,D. Sedin,H. Sedin,L. Vey,J. Virtanen,M. Bartkowski,D. Hamhuis,B. Hutton,A. Pedan,N. Tryamkin,Y. Weber,J. Markstrom,D. Backes,P. Berglund,K. Brodziak,T. Brouwer,R. Fabbri,D. Jaskin,J. Lehtera,R. Reaves,J. Schwartz,P. Stastny,V. Tarasenko,S. Upshall,R. Bortuzzo,J. Edmundson,C. Gunnarsson,C. Parayko,A. Pietrangelo,K. Shattenkirk,B. Elliott,1.0
7944,J. Bailey,C. Cizikas,C. Clutterbuck,N. Kulemin,A. Lee,M. Martin,B. Nelson,F. Nielsen,K. Okposo,S. Prince,R. Strome,J. Tavares,J. Boychuk,T. Hamonic,T. Hickey,N. Leddy,R. Pulock,C. de Haan,T. Greiss,M. Blunden,B. Boyle,J.T. Brown,E. Condra,T. Johnson,A. Killorn,N. Kucherov,J. Marchessault,V. Namestnikov,O. Palat,C. Paquette,S. Stamkos,M. Carle,B. Coburn,J. Garrison,V. Hedman,A. Stralman,A. Sustr,B. Bishop,1.0
7945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7946,C. Coyle,J. Fontaine,M. Granlund,E. Haula,D. Jones,M. Koivu,N. Niederreiter,Z. Parise,J. Pominville,J. Schroeder,J. Stoll,T. Vanek,J. Brodin,M. Dumba,M. Reilly,M. Scandella,J. Spurgeon,R. Suter,D. Dubnyk,M. Boedker,B. Comeau,M. Grigorenko,J. Iginla,G. Landeskog,A. Martinsen,S. Matthias,C. McLeod,J. Mitchell,M. Rantanen,J. Skille,C. Soderberg,T. Barrie,F. Beauchemin,C. Bigras,N. Holden,E. Johnson,Z. Redmond,S. Varlamov,0.0
7947,N. Acciari,M. Beleskey,P. Bergeron,L. Eriksson,L. Ferraro,J. Hayes,D. Krejci,B. Marchand,D. Pastrnak,R. Spooner,L. Stempniak,F. Vatrano,Z. Chara,T. Krug,A. McQuaid,K. Miller,J. Morrow,D. Seidenberg,T. Rask,B. Boyes,T. Bozak,C. Brown,M. Grabner,C. Greening,Z. Hyman,N. Kadri,B. Laich,M. Michalek,W. Nylander,P.A. Parenteau,B. Smith,C. Carrick,F. Corrado,J. Gardiner,M. Marincin,M. Rielly,R. Valiev,J. Bernier,0.0
7948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
